variant,gfp_rfu,replicate,experiment,log_gfp,prob_inactive,post_log_gfp_mu,post_log_gfp_sig,post_score
Variant 50,236.0,3,1,2.3729120029701067,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,535.0,3,1,2.7283537820212285,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,933.0,3,1,2.9698816437465,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,1705.0,3,1,3.2317243833285163,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,573.0,3,1,2.75815462196739,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,771.0,3,1,2.8870543780509568,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,550.0,3,1,2.7403626894942437,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,309.0,3,1,2.4899584794248346,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,623.0,3,1,2.7944880466591697,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,734.0,3,1,2.8656960599160706,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,872.0,3,1,2.940516484932567,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,1060.0,3,1,3.0253058652647704,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,656.0,3,1,2.8169038393756605,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,404.0,3,1,2.606381365110605,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,576.0,3,1,2.760422483423212,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,235.0,3,1,2.3710678622717363,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,205.0,3,1,2.311753861055754,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,384.0,3,1,2.584331224367531,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,506.0,3,1,2.7041505168397992,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,699.0,3,1,2.8444771757456815,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,271.0,3,1,2.432969290874406,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,671.0,3,1,2.826722520168992,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,658.0,3,1,2.8182258936139557,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,196.0,3,1,2.292256071356476,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,310.0,3,1,2.4913616938342726,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,313.0,3,1,2.4955443375464483,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,897.0,3,1,2.952792443044092,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,1045.0,3,1,3.019116290447073,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,273.0,3,1,2.436162647040756,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,426.0,3,1,2.629409599102719,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,284.0,3,1,2.4533183400470375,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,509.0,3,1,2.7067177823367587,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,319.0,3,1,2.503790683057181,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,201.0,3,1,2.303196057420489,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,816.0,3,1,2.9116901587538613,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,918.0,3,1,2.9628426812012423,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,553.0,3,1,2.7427251313046983,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,684.0,3,1,2.835056101720116,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,653.0,3,1,2.814913181275074,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,546.0,3,1,2.7371926427047373,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,332.0,3,1,2.5211380837040362,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,282.0,3,1,2.450249108319361,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1610.0,3,1,3.2068258760318495,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
wt,41281.0,1,2,4.6157502091913845,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,348.0,1,2,2.5415792439465807,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,172.0,1,2,2.2355284469075487,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,191.0,1,2,2.2810333672477277,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,227.0,1,2,2.3560258571931225,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,267.0,1,2,2.4265112613645754,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,482.0,1,2,2.6830470382388496,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,535.0,1,2,2.7283537820212285,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,493.0,1,2,2.69284691927723,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,351.0,1,2,2.545307116465824,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,195.0,1,2,2.290034611362518,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,250.0,1,2,2.3979400086720375,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,259.0,1,2,2.413299764081252,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,152.0,1,2,2.1818435879447726,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,1045.0,1,2,3.019116290447073,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,363.0,1,2,2.5599066250361124,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,1262.0,1,2,3.1010593549081156,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,401.0,1,2,2.603144372620182,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,182.0,1,2,2.2600713879850747,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,361.0,1,2,2.5575072019056577,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,227.0,1,2,2.3560258571931225,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,165.0,1,2,2.2174839442139063,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,428.0,1,2,2.6314437690131722,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,1223.0,1,2,3.0874264570362855,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,1014.0,1,2,3.0060379549973173,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,1193.0,1,2,3.076640443670342,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,375.0,1,2,2.574031267727719,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,377.0,1,2,2.576341350205793,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,210.0,1,2,2.322219294733919,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,189.0,1,2,2.2764618041732443,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,376.0,1,2,2.575187844927661,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,323.0,1,2,2.509202522331103,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,410.0,1,2,2.6127838567197355,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,2060.0,1,2,3.3138672203691533,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,336.0,1,2,2.526339277389844,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,634.0,1,2,2.802089257881733,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,199.0,1,2,2.298853076409707,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,208.0,1,2,2.3180633349627615,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,368.0,1,2,2.5658478186735176,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,302.0,1,2,2.4800069429571505,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,541.0,1,2,2.7331972651065692,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,393.0,1,2,2.5943925503754266,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,501.0,1,2,2.699837725867246,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,307.0,1,2,2.4871383754771865,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,280.0,1,2,2.4471580313422194,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,160.0,1,2,2.2041199826559246,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,394.0,1,2,2.595496221825574,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,384.0,1,2,2.584331224367531,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,324.0,1,2,2.510545010206612,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,591.0,1,2,2.7715874808812555,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,3773.0,1,2,3.5766868052009957,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,358.0,1,2,2.5538830266438746,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,169.0,1,2,2.2278867046136734,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,172.0,1,2,2.2355284469075487,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,388.0,1,2,2.5888317255942073,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,374.0,1,2,2.5728716022004803,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,352.0,1,2,2.546542663478131,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,329.0,1,2,2.5171958979499744,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,391.0,1,2,2.5921767573958667,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,525.0,1,2,2.720159303405957,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,385.0,1,2,2.5854607295085006,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,168.0,1,2,2.225309281725863,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,386.0,1,2,2.586587304671755,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,284.0,1,2,2.4533183400470375,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,356.0,1,2,2.5514499979728753,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,243.0,1,2,2.385606273598312,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,308.0,1,2,2.4885507165004443,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,320.0,1,2,2.505149978319906,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,266.0,1,2,2.424881636631067,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,511.0,1,2,2.708420900134713,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,359.0,1,2,2.5550944485783194,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,378.0,1,2,2.5774917998372255,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,329.0,1,2,2.5171958979499744,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,316.0,1,2,2.499687082618404,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,405.0,1,2,2.6074550232146687,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,322.0,1,2,2.507855871695831,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,341.0,1,2,2.5327543789924976,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,450.0,1,2,2.6532125137753435,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,333.0,1,2,2.5224442335063197,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,459.0,1,2,2.661812685537261,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,317.0,1,2,2.5010592622177517,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,309.0,1,2,2.4899584794248346,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,307.0,1,2,2.4871383754771865,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,383.0,1,2,2.583198773968623,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,249.0,1,2,2.3961993470957363,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,472.0,1,2,2.673941998634088,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,481.0,1,2,2.682145076373832,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,539.0,1,2,2.7315887651867388,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,651.0,1,2,2.813580988568192,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,197.0,1,2,2.294466226161593,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,367.0,1,2,2.5646660642520893,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,369.0,1,2,2.56702636615906,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,422.0,1,2,2.625312450961674,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1058.0,1,2,3.024485667699167,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
wt,59735.0,2,2,4.776228868028967,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,249.0,2,2,2.3961993470957363,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,387.0,2,2,2.5877109650189114,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,400.0,2,2,2.6020599913279625,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,315.0,2,2,2.4983105537896004,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,435.0,2,2,2.6384892569546374,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,525.0,2,2,2.720159303405957,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,535.0,2,2,2.7283537820212285,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,493.0,2,2,2.69284691927723,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,351.0,2,2,2.545307116465824,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,195.0,2,2,2.290034611362518,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,250.0,2,2,2.3979400086720375,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,378.0,2,2,2.5774917998372255,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,370.0,2,2,2.568201724066995,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,844.0,2,2,2.926342446625655,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,363.0,2,2,2.5599066250361124,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,1262.0,2,2,3.1010593549081156,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,401.0,2,2,2.603144372620182,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,182.0,2,2,2.2600713879850747,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,361.0,2,2,2.5575072019056577,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,291.0,2,2,2.4638929889859074,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,391.0,2,2,2.5921767573958667,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,389.0,2,2,2.5899496013257077,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,1223.0,2,2,3.0874264570362855,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,1014.0,2,2,3.0060379549973173,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,1193.0,2,2,3.076640443670342,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,375.0,2,2,2.574031267727719,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,377.0,2,2,2.576341350205793,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,153.0,2,2,2.184691430817599,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,346.0,2,2,2.5390760987927767,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,364.0,2,2,2.561101383649056,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,323.0,2,2,2.509202522331103,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,410.0,2,2,2.6127838567197355,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,2060.0,2,2,3.3138672203691533,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,336.0,2,2,2.526339277389844,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,634.0,2,2,2.802089257881733,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,219.0,2,2,2.3404441148401185,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,641.0,2,2,2.8068580295188172,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,364.0,2,2,2.561101383649056,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,302.0,2,2,2.4800069429571505,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,541.0,2,2,2.7331972651065692,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,393.0,2,2,2.5943925503754266,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,501.0,2,2,2.699837725867246,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,307.0,2,2,2.4871383754771865,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,436.0,2,2,2.639486489268586,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,595.0,2,2,2.7745169657285498,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,361.0,2,2,2.5575072019056577,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,384.0,2,2,2.584331224367531,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,324.0,2,2,2.510545010206612,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,591.0,2,2,2.7715874808812555,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,3773.0,2,2,3.5766868052009957,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,358.0,2,2,2.5538830266438746,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,327.0,2,2,2.514547752660286,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,527.0,2,2,2.7218106152125467,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,391.0,2,2,2.5921767573958667,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,374.0,2,2,2.5728716022004803,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,352.0,2,2,2.546542663478131,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,329.0,2,2,2.5171958979499744,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,391.0,2,2,2.5921767573958667,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,525.0,2,2,2.720159303405957,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,441.0,2,2,2.6444385894678386,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,548.0,2,2,2.738780558484369,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,402.0,2,2,2.60422605308447,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,284.0,2,2,2.4533183400470375,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,356.0,2,2,2.5514499979728753,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,243.0,2,2,2.385606273598312,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,308.0,2,2,2.4885507165004443,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,320.0,2,2,2.505149978319906,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,216.0,2,2,2.3344537511509307,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,591.0,2,2,2.7715874808812555,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,359.0,2,2,2.5550944485783194,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,378.0,2,2,2.5774917998372255,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,329.0,2,2,2.5171958979499744,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,316.0,2,2,2.499687082618404,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,405.0,2,2,2.6074550232146687,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,322.0,2,2,2.507855871695831,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,180.0,2,2,2.255272505103306,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,425.0,2,2,2.6283889300503116,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,435.0,2,2,2.6384892569546374,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,459.0,2,2,2.661812685537261,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,317.0,2,2,2.5010592622177517,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,309.0,2,2,2.4899584794248346,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,307.0,2,2,2.4871383754771865,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,383.0,2,2,2.583198773968623,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,197.0,2,2,2.294466226161593,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,487.0,2,2,2.6875289612146345,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,447.0,2,2,2.6503075231319366,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,539.0,2,2,2.7315887651867388,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,651.0,2,2,2.813580988568192,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,197.0,2,2,2.294466226161593,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,367.0,2,2,2.5646660642520893,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,369.0,2,2,2.56702636615906,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,398.0,2,2,2.5998830720736876,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1696.0,2,2,3.229425847920695,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
wt,62006.0,3,2,4.792433715962996,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,395.0,3,2,2.59659709562646,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,389.0,3,2,2.5899496013257077,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,566.0,3,2,2.7528164311882715,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,363.0,3,2,2.5599066250361124,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,517.0,3,2,2.7134905430939424,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,707.0,3,2,2.8494194137968996,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,539.0,3,2,2.7315887651867388,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,616.0,3,2,2.7895807121644256,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,376.0,3,2,2.575187844927661,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,420.0,3,2,2.6232492903979003,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
