well,neo,plasmid,clone,Sal_conc,Van_conc,TMP_conc,contents,row,column,p3_single_read,p2_single_read,score,twist_name,sort_num,date,is_bad_rep,twist_pdz_number,cript_number,date_neo
D5,Neo2,pPDZ-P2-B1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,D,5,0.098,0.5069999999999999,0.0674002751031637,psd95pdz3_3,3,2024-07-19,False,3,0,2024-07-19_Neo2
D6,Neo2,pPDZ-P2-B1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,D,6,0.1159999999999999,0.5089999999999999,0.0797799174690508,psd95pdz3_3,3,2024-07-19,False,3,0,2024-07-19_Neo2
A4,Neo2,pPDZ-P2-B1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,A,4,0.097,0.5489999999999999,0.064259688638622,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
A5,Neo2,pPDZ-P2-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,5,1.8615,0.5225,1.2331897979463398,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
A6,Neo2,pPDZ-P2-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,6,1.8465,0.5025,1.2232527326929443,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
B4,Neo2,pPDZ-P2-B1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,4,1.8345,0.5245,1.2153030804902285,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
B5,Neo2,pPDZ-P2-B1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,B,5,0.1009999999999999,0.5539999999999999,0.066909572706194,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
B6,Neo2,pPDZ-P2-B1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,B,6,0.115,0.509,0.0761841669426962,psd95pdz3_3,3,2024-11-09,False,3,0,2024-11-09_Neo2
C5,Neo,pPDZ-P2-B1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,5,1.96,0.5219999999999999,1.2760416666666663,psd95pdz3_3,3,2024-08-16,False,3,0,2024-08-16_Neo
D5,Neo,pPDZ-P2-B1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,5,1.8795,0.4565,1.2236328125,psd95pdz3_3,3,2024-08-16,False,3,0,2024-08-16_Neo
G12,Neo,pPDZ-P2-B1,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,12,1.851,0.488,1.205078125,psd95pdz3_3,3,2024-08-16,False,3,0,2024-08-16_Neo
H12,Neo,pPDZ-P2-B1,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,12,1.91475,0.57375,1.24658203125,psd95pdz3_3,3,2024-08-16,False,3,0,2024-08-16_Neo
A1,Neo,pPDZ-P3-A1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,1,1.9405,0.5675,1.318050602818815,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
A2,Neo,pPDZ-P3-A1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,A,2,0.1155,0.5715,0.0784513499745288,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
A3,Neo,pPDZ-P3-A1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,A,3,0.1105,0.5475,0.0750551876379691,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
B1,Neo,pPDZ-P3-A1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,B,1,0.0994999999999999,0.5405,0.0675836304975377,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
B2,Neo,pPDZ-P3-A1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,2,1.45775,0.50675,0.9901511292239772,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
B3,Neo,pPDZ-P3-A1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,3,1.40325,0.49625,0.9531329597554764,psd95pdz3_3_15,315,2024-11-09,False,3,15,2024-11-09_Neo
A1,Neo,pPDZ-P3-A1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,1,1.9355,0.6115,1.2981220657276993,psd95pdz3_3_15,315,2024-11-15,False,3,15,2024-11-15_Neo
B1,Neo,pPDZ-P3-A1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,1,1.5575,0.5095000000000001,1.0446009389671362,psd95pdz3_3_15,315,2024-11-15,False,3,15,2024-11-15_Neo
E10,Neo,pPDZ-P3-A1,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,10,1.5095,0.5175000000000001,1.0124077800134137,psd95pdz3_3_15,315,2024-11-15,False,3,15,2024-11-15_Neo
F10,Neo,pPDZ-P3-A1,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,10,1.89,0.563,1.267605633802817,psd95pdz3_3_15,315,2024-11-15,False,3,15,2024-11-15_Neo
G7,Neo,pPDZ-P3-H2,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,7,1.9575,0.5325,1.3295975547631178,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
G8,Neo,pPDZ-P3-H2,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,8,0.09225,0.5112500000000001,0.0626591951095262,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
G9,Neo,pPDZ-P3-H2,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,G,9,0.08825,0.49625,0.0599422652402785,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
H7,Neo,pPDZ-P3-H2,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,H,7,0.0905,0.5325,0.0614705382917303,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
H8,Neo,pPDZ-P3-H2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,8,0.5299999999999999,0.479,0.3599932076753269,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
H9,Neo,pPDZ-P3-H2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,0.5287499999999999,0.49075,0.3591441670911869,psd95pdz3_3_18,318,2024-11-09,False,3,18,2024-11-09_Neo
G4,Neo,pPDZ-P3-H2,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,4,0.51525,0.51925,0.3455734406438631,psd95pdz3_3_18,318,2024-11-15,False,3,18,2024-11-15_Neo
H4,Neo,pPDZ-P3-H2,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,4,1.86475,0.61775,1.2506706908115357,psd95pdz3_3_18,318,2024-11-15,False,3,18,2024-11-15_Neo
G11,Neo,pPDZ-P3-H2,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,11,1.91275,0.58375,1.282863849765258,psd95pdz3_3_18,318,2024-11-15,False,3,18,2024-11-15_Neo
H11,Neo,pPDZ-P3-H2,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,11,0.504,0.5199999999999999,0.3380281690140845,psd95pdz3_3_18,318,2024-11-15,False,3,18,2024-11-15_Neo
E4,Neo2,pPDZ-P2-C1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,E,4,0.093,0.5419999999999999,0.0639614855570839,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
E5,Neo2,pPDZ-P2-C1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,5,0.3195,0.4675,0.2197386519944979,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
E6,Neo2,pPDZ-P2-C1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,6,0.3285,0.4625,0.2259284731774415,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
F4,Neo2,pPDZ-P2-C1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,4,1.8785,0.5075000000000001,1.2919532324621734,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
F5,Neo2,pPDZ-P2-C1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,F,5,0.09,0.5409999999999999,0.061898211829436,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
F6,Neo2,pPDZ-P2-C1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,F,6,0.086,0.501,0.0591471801925722,psd95pdz3_4,4,2024-07-19,False,4,0,2024-07-19_Neo2
E5,Neo,pPDZ-P2-C1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,5,1.9545,0.5495,1.2724609375,psd95pdz3_4,4,2024-08-16,False,4,0,2024-08-16_Neo
F5,Neo,pPDZ-P2-C1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,5,0.29325,0.49925,0.19091796875,psd95pdz3_4,4,2024-08-16,False,4,0,2024-08-16_Neo
E7,Neo2,pPDZ-P2-D1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.994,0.5229999999999999,1.3713892709766164,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
E8,Neo2,pPDZ-P2-D1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.0885,0.5225,0.0608665749656121,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
E9,Neo2,pPDZ-P2-D1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.086,0.462,0.0591471801925722,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
F7,Neo2,pPDZ-P2-D1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.0839999999999999,0.507,0.0577716643741402,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
F8,Neo2,pPDZ-P2-D1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,0.5565,0.4855,0.3827372764786795,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
F9,Neo2,pPDZ-P2-D1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.5259999999999999,0.487,0.3617606602475928,psd95pdz3_5,5,2024-07-19,False,5,0,2024-07-19_Neo2
C7,Neo2,pPDZ-P2-D1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,7,1.9475,0.5125000000000001,1.290162305399139,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
C8,Neo2,pPDZ-P2-D1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,C,8,0.098,0.5269999999999999,0.064922159655515,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
C9,Neo2,pPDZ-P2-D1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,9,0.0945,0.4985,0.0626035110963895,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
D7,Neo2,pPDZ-P2-D1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,7,0.0939999999999999,0.501,0.062272275587943,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
D8,Neo2,pPDZ-P2-D1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,8,0.539,0.4610000000000001,0.3570718781053329,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
D9,Neo2,pPDZ-P2-D1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,9,0.513,0.481,0.3398476316661146,psd95pdz3_5,5,2024-11-09,False,5,0,2024-11-09_Neo2
G5,Neo,pPDZ-P2-D1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,5,1.9195,0.5635,1.2496744791666667,psd95pdz3_5,5,2024-08-16,False,5,0,2024-08-16_Neo
H5,Neo,pPDZ-P2-D1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,5,0.5765,0.5145,0.3753255208333333,psd95pdz3_5,5,2024-08-16,False,5,0,2024-08-16_Neo
C1,Neo,pPDZ-P3-B1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,1,1.91575,0.54375,1.3012395992528445,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
C2,Neo,pPDZ-P3-B1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,C,2,0.10725,0.53625,0.0728476821192053,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
C3,Neo,pPDZ-P3-B1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,3,0.09075,0.49875,0.0616403464085583,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
D1,Neo,pPDZ-P3-B1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,1,0.1005,0.5315,0.0682628629648497,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
D2,Neo,pPDZ-P3-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,2,0.14275,0.48075,0.0969604347087791,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
D3,Neo,pPDZ-P3-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,3,0.1475,0.4905,0.1001867889285108,psd95pdz3_5_15,515,2024-11-09,False,5,15,2024-11-09_Neo
C1,Neo,pPDZ-P3-B1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,1,1.89975,0.58375,1.2741448692152917,psd95pdz3_5_15,515,2024-11-15,False,5,15,2024-11-15_Neo
D1,Neo,pPDZ-P3-B1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,1,0.1665,0.5205,0.1116700201207243,psd95pdz3_5_15,515,2024-11-15,False,5,15,2024-11-15_Neo
C1,Neo2,pPDZ-P4-B1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,1,1.91,0.5519999999999999,1.2653196422656507,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
C2,Neo2,pPDZ-P4-B1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,C,2,0.0875,0.4934999999999999,0.0579662139781384,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
C3,Neo2,pPDZ-P4-B1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,3,0.076,0.48,0.0503477972838688,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
D1,Neo2,pPDZ-P4-B1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,1,0.1014999999999999,0.5215,0.0672408082146406,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
D2,Neo2,pPDZ-P4-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,2,0.1059999999999999,0.455,0.0702219277906591,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
D3,Neo2,pPDZ-P4-B1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,3,0.106,0.491,0.0702219277906591,psd95pdz3_5_18,518,2024-11-09,False,5,18,2024-11-09_Neo2
E9,Neo,pPDZ-P4-B1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,9,1.947,0.5369999999999999,1.3058350100603622,psd95pdz3_5_18,518,2024-11-15,False,5,18,2024-11-15_Neo
F9,Neo,pPDZ-P4-B1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.11425,0.53625,0.0766264252179745,psd95pdz3_5_18,518,2024-11-15,False,5,18,2024-11-15_Neo
G7,Neo2,pPDZ-P2-E1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,7,1.964,0.5599999999999999,1.3507565337001377,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
G8,Neo2,pPDZ-P2-E1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,8,0.0905,0.5185,0.062242090784044,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
G9,Neo2,pPDZ-P2-E1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,G,9,0.103,0.474,0.0708390646492434,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
H7,Neo2,pPDZ-P2-E1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,H,7,0.0844999999999999,0.5015000000000001,0.0581155433287482,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
H8,Neo2,pPDZ-P2-E1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,8,1.717,0.47,1.1808803301237965,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
H9,Neo2,pPDZ-P2-E1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,1.72,0.46,1.1829436038514445,psd95pdz3_6,6,2024-07-19,False,6,0,2024-07-19_Neo2
A6,Neo,pPDZ-P2-E1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,6,1.7565,0.5105,1.1435546875,psd95pdz3_6,6,2024-08-16,False,6,0,2024-08-16_Neo
B6,Neo,pPDZ-P2-E1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,6,1.94625,0.53825,1.2670898437499998,psd95pdz3_6,6,2024-08-16,False,6,0,2024-08-16_Neo
E12,Neo,pPDZ-P2-E1,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,12,1.76675,0.48875,1.1502278645833333,psd95pdz3_6,6,2024-08-16,False,6,0,2024-08-16_Neo
F12,Neo,pPDZ-P2-E1,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,12,1.94575,0.53275,1.2667643229166667,psd95pdz3_6,6,2024-08-16,False,6,0,2024-08-16_Neo
A10,Neo2,pPDZ-P2-F1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,A,10,0.0945,0.5485,0.0649931224209078,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
A11,Neo2,pPDZ-P2-F1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,11,0.264,0.51,0.1815680880330124,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
A12,Neo2,pPDZ-P2-F1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,12,0.261,0.491,0.1795048143053645,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
B10,Neo2,pPDZ-P2-F1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,10,1.96,0.5319999999999999,1.3480055020632735,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
B11,Neo2,pPDZ-P2-F1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,B,11,0.092,0.5469999999999999,0.0632737276478679,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
B12,Neo2,pPDZ-P2-F1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,B,12,0.0854999999999999,0.5065,0.0588033012379642,psd95pdz3_7,7,2024-07-19,False,7,0,2024-07-19_Neo2
C6,Neo,pPDZ-P2-F1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,6,0.23625,0.47025,0.15380859375,psd95pdz3_7,7,2024-08-16,False,7,0,2024-08-16_Neo
D6,Neo,pPDZ-P2-F1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,6,1.967,0.499,1.2805989583333333,psd95pdz3_7,7,2024-08-16,False,7,0,2024-08-16_Neo
E7,Neo,pPDZ-P1-H1,A,0.0,0.0,0.0,0 Sal; 0 Van; 0.0 TMP,E,7,1.9825,0.5565,1.336591943367605,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
E8,Neo,pPDZ-P1-H1,A,0.0,0.0,12.5,0 Sal; 0 Van; 12.5 TMP,E,8,0.087,0.5529999999999999,0.0586549806168886,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
E9,Neo,pPDZ-P1-H1,A,0.0,50.0,12.5,0 Sal; 50 Van; 12.5 TMP,E,9,0.105,0.5379999999999999,0.0707904938479689,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
F7,Neo,pPDZ-P1-H1,A,25.0,0.0,12.5,25 Sal; 0 Van; 12.5 TMP,F,7,0.0847499999999999,0.53575,0.0571380414630035,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
F8,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,F,8,1.121,0.497,0.755772796224507,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
F9,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25 Sal; 50 Van; 12.5 TMP,F,9,1.03025,0.48225,0.6945895836844767,psd95pdz3_8,8,2024-07-12,True,8,0,2024-07-12_Neo
E7,Neo,pPDZ-P1-H1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.9885,0.4915,1.4339282495042365,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
E8,Neo,pPDZ-P1-H1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.096,0.5229999999999999,0.0692266089778258,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
E9,Neo,pPDZ-P1-H1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.116,0.503,0.0836488191815395,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
F7,Neo,pPDZ-P1-H1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.09275,0.5237499999999999,0.0668829998197223,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
F8,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,0.411,0.483,0.2963764196863169,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
F9,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.39725,0.5022500000000001,0.2864611501712637,psd95pdz3_8,8,2024-07-15,True,8,0,2024-07-15_Neo
E7,Neo,pPDZ-P1-H1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.9915,0.5175000000000001,1.42224602749509,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
E8,Neo,pPDZ-P1-H1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.087,0.513,0.062131762185324,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
E9,Neo,pPDZ-P1-H1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.104,0.486,0.0742724513479735,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
F7,Neo,pPDZ-P1-H1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.0847499999999999,0.51375,0.060524906266738,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
F8,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,1.082,0.454,0.7727191572933403,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
F9,Neo,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,1.04325,0.49125,0.7450455275843598,psd95pdz3_8,8,2024-07-24,False,8,0,2024-07-24_Neo
E7,Neo2,pPDZ-P1-H1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.996,0.513,1.3222921497184497,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
E8,Neo2,pPDZ-P1-H1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.0935,0.5185000000000001,0.0619410400794965,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
E9,Neo2,pPDZ-P1-H1,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.097,0.5249999999999999,0.064259688638622,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
F7,Neo2,pPDZ-P1-H1,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.1,0.5419999999999999,0.066247101689301,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
F8,Neo2,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,0.9765,0.4545,0.6469029479960252,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
F9,Neo2,pPDZ-P1-H1,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.951,0.519,0.6300099370652533,psd95pdz3_8,8,2024-11-09,False,8,0,2024-11-09_Neo2
G2,Neo,pPDZ-P1-H1,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,2,1.01225,0.49825,0.6734863606121091,psd95pdz3_8,8,2024-08-07,False,8,0,2024-08-07_Neo
H2,Neo,pPDZ-P1-H1,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,2,1.8525,0.5795,1.2325349301397204,psd95pdz3_8,8,2024-08-07,False,8,0,2024-08-07_Neo
E1,Neo,pPDZ-P3-C1,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,1,1.8775,0.5315,1.2752589573781627,psd95pdz3_8_15,815,2024-11-09,False,8,15,2024-11-09_Neo
E2,Neo,pPDZ-P3-C1,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,2,0.0989999999999999,0.5299999999999999,0.0672440142638818,psd95pdz3_8_15,815,2024-11-09,False,8,15,2024-11-09_Neo
