well,neo,plasmid,clone,Sal_conc,Van_conc,TMP_conc,contents,row,column,p3_single_read,p2_single_read,score,twist_name,sort_num,date,is_bad_rep,twist_pdz_number,cript_number,date_neo
C3,Neo2,pPDZ-P3-B4,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,C,3,0.081,0.458,0.0555365101131299,psd95pdz3_70_18,7018,2024-11-07,False,70,18,2024-11-07_Neo2
D1,Neo2,pPDZ-P3-B4,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,D,1,0.0984999999999999,0.5045000000000001,0.0675351388412752,psd95pdz3_70_18,7018,2024-11-07,False,70,18,2024-11-07_Neo2
D2,Neo2,pPDZ-P3-B4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,2,0.157,0.449,0.1076448405896469,psd95pdz3_70_18,7018,2024-11-07,False,70,18,2024-11-07_Neo2
D3,Neo2,pPDZ-P3-B4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,3,0.175,0.456,0.1199862872814535,psd95pdz3_70_18,7018,2024-11-07,False,70,18,2024-11-07_Neo2
C8,Neo,pPDZ-P3-B4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,8,0.1925,0.5005000000000001,0.1291079812206572,psd95pdz3_70_18,7018,2024-11-15,False,70,18,2024-11-15_Neo
D8,Neo,pPDZ-P3-B4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,8,1.95675,0.56375,1.3123742454728369,psd95pdz3_70_18,7018,2024-11-15,False,70,18,2024-11-15_Neo
C12,Neo,pPDZ-P3-B4,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,12,0.1865,0.5025,0.1250838363514419,psd95pdz3_70_18,7018,2024-11-15,False,70,18,2024-11-15_Neo
D12,Neo,pPDZ-P3-B4,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,12,1.90025,0.51825,1.2744802146210596,psd95pdz3_70_18,7018,2024-11-15,False,70,18,2024-11-15_Neo
E1,Neo2,pPDZ-P1-D9,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,1,1.9255,0.5265,1.3076400679117148,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
E2,Neo2,pPDZ-P1-D9,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,2,0.092,0.495,0.0624787775891341,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
E3,Neo2,pPDZ-P1-D9,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,3,0.0849999999999999,0.472,0.0577249575551782,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
F1,Neo2,pPDZ-P1-D9,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,1,0.086,0.495,0.0584040747028862,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
F2,Neo2,pPDZ-P1-D9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,2,0.2605,0.4135,0.1769100169779287,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
F3,Neo2,pPDZ-P1-D9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,3,0.272,0.434,0.1847198641765705,psd95pdz3_71,71,2024-07-16,False,71,0,2024-07-16_Neo2
G9,Neo,pPDZ-P1-D9,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,9,1.81525,0.52525,1.208555259653795,psd95pdz3_71,71,2024-08-13,False,71,0,2024-08-13_Neo
H9,Neo,pPDZ-P1-D9,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,0.28775,0.42075,0.191577896138482,psd95pdz3_71,71,2024-08-13,False,71,0,2024-08-13_Neo
G1,Neo2,pPDZ-P1-E9,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,1,1.9435,0.5415,1.3198641765704584,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
G2,Neo2,pPDZ-P1-E9,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,2,0.0944999999999999,0.5235,0.064176570458404,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
G3,Neo2,pPDZ-P1-E9,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,G,3,0.087,0.496,0.0590831918505942,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
H1,Neo2,pPDZ-P1-E9,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,H,1,0.1009999999999999,0.5559999999999999,0.0685908319185059,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
H2,Neo2,pPDZ-P1-E9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,2,0.1679999999999999,0.508,0.1140916808149405,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
H3,Neo2,pPDZ-P1-E9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,3,0.1645,0.4935,0.1117147707979626,psd95pdz3_72,72,2024-07-16,False,72,0,2024-07-16_Neo2
A10,Neo,pPDZ-P1-E9,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,10,0.15975,0.46475,0.106358189081225,psd95pdz3_72,72,2024-08-13,False,72,0,2024-08-13_Neo
B10,Neo,pPDZ-P1-E9,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,10,1.945,0.563,1.2949400798934754,psd95pdz3_72,72,2024-08-13,False,72,0,2024-08-13_Neo
A4,Neo2,pPDZ-P1-F9,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,A,4,0.105,0.5249999999999999,0.0713073005093378,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
A5,Neo2,pPDZ-P1-F9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,5,0.1125,0.5045,0.0764006791171477,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
A6,Neo2,pPDZ-P1-F9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,6,0.1154999999999999,0.4974999999999999,0.0784380305602716,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
B4,Neo2,pPDZ-P1-F9,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,4,1.8595,0.4905,1.262818336162988,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
B5,Neo2,pPDZ-P1-F9,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,B,5,0.0989999999999999,0.564,0.0672325976230899,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
B6,Neo2,pPDZ-P1-F9,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,B,6,0.093,0.522,0.0631578947368421,psd95pdz3_73,73,2024-07-16,False,73,0,2024-07-16_Neo2
C10,Neo,pPDZ-P1-F9,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,10,0.1007499999999999,0.48175,0.0670772303595206,psd95pdz3_73,73,2024-08-13,False,73,0,2024-08-13_Neo
D10,Neo,pPDZ-P1-F9,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,10,1.90925,0.49325,1.2711384820239682,psd95pdz3_73,73,2024-08-13,False,73,0,2024-08-13_Neo
C4,Neo2,pPDZ-P1-G9,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,C,4,0.0989999999999999,0.512,0.0672325976230899,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
C5,Neo2,pPDZ-P1-G9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,5,0.11,0.497,0.0747028862478777,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
C6,Neo2,pPDZ-P1-G9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,6,0.115,0.4589999999999999,0.0780984719864176,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
D4,Neo2,pPDZ-P1-G9,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,4,1.884,0.541,1.2794567062818338,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
D5,Neo2,pPDZ-P1-G9,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,D,5,0.094,0.5009999999999999,0.06383701188455,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
D6,Neo2,pPDZ-P1-G9,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,D,6,0.092,0.502,0.0624787775891341,psd95pdz3_74,74,2024-07-16,False,74,0,2024-07-16_Neo2
E10,Neo,pPDZ-P1-G9,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,10,0.1014999999999999,0.4725,0.0675765645805592,psd95pdz3_74,74,2024-08-13,False,74,0,2024-08-13_Neo
F10,Neo,pPDZ-P1-G9,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,10,1.888,0.5319999999999999,1.2569906790945409,psd95pdz3_74,74,2024-08-13,False,74,0,2024-08-13_Neo
E4,Neo2,pPDZ-P1-H9,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,E,4,0.09,0.5279999999999999,0.0611205432937181,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
E5,Neo2,pPDZ-P1-H9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,5,0.1135,0.4085,0.0770797962648557,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
E6,Neo2,pPDZ-P1-H9,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,6,0.1305,0.4685,0.0886247877758913,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
F4,Neo2,pPDZ-P1-H9,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,4,1.8685,0.5205,1.26893039049236,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
F5,Neo2,pPDZ-P1-H9,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,F,5,0.093,0.5419999999999999,0.0631578947368421,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
F6,Neo2,pPDZ-P1-H9,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,F,6,0.08,0.442,0.0543293718166383,psd95pdz3_75,75,2024-07-16,False,75,0,2024-07-16_Neo2
G10,Neo,pPDZ-P1-H9,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,10,0.12375,0.48575,0.0823901464713715,psd95pdz3_75,75,2024-08-13,False,75,0,2024-08-13_Neo
H10,Neo,pPDZ-P1-H9,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,10,1.84675,0.54775,1.229527296937417,psd95pdz3_75,75,2024-08-13,False,75,0,2024-08-13_Neo
E7,Neo2,pPDZ-P1-A10,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.992,0.52,1.3528013582342957,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
E8,Neo2,pPDZ-P1-A10,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.0815,0.4685,0.0553480475382003,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
E9,Neo2,pPDZ-P1-A10,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.0839999999999999,0.478,0.0570458404074702,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
F7,Neo2,pPDZ-P1-A10,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.092,0.508,0.0624787775891341,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
F8,Neo2,pPDZ-P1-A10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,0.1705,0.4595,0.1157894736842105,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
F9,Neo2,pPDZ-P1-A10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.173,0.481,0.1174872665534804,psd95pdz3_76,76,2024-07-16,False,76,0,2024-07-16_Neo2
A11,Neo,pPDZ-P1-A10,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,A,11,1.98275,0.55975,1.3200732356857523,psd95pdz3_76,76,2024-08-13,False,76,0,2024-08-13_Neo
B11,Neo,pPDZ-P1-A10,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,B,11,0.1775,0.4635,0.1181757656458055,psd95pdz3_76,76,2024-08-13,False,76,0,2024-08-13_Neo
G7,Neo2,pPDZ-P1-B10,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,7,1.975,0.5499999999999999,1.3412563667232598,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
G8,Neo2,pPDZ-P1-B10,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,8,0.0955,0.5315,0.064855687606112,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
G9,Neo2,pPDZ-P1-B10,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,G,9,0.084,0.491,0.0570458404074702,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
H7,Neo2,pPDZ-P1-B10,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,H,7,0.0865,0.5135000000000001,0.0587436332767402,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
H8,Neo2,pPDZ-P1-B10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,8,0.459,0.464,0.3117147707979626,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
H9,Neo2,pPDZ-P1-B10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,0.477,0.466,0.3239388794567063,psd95pdz3_77,77,2024-07-16,False,77,0,2024-07-16_Neo2
E10,Neo2,pPDZ-P1-B10,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,E,10,0.0799999999999999,0.478,0.0548508741858073,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
E11,Neo2,pPDZ-P1-B10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,11,0.378,0.432,0.2591703805279396,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
E12,Neo2,pPDZ-P1-B10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,12,0.406,0.448,0.2783681864929723,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
F10,Neo2,pPDZ-P1-B10,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,10,1.8545,0.4825,1.2715118272197463,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
F11,Neo2,pPDZ-P1-B10,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,F,11,0.086,0.501,0.0589646897497428,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
F12,Neo2,pPDZ-P1-B10,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,F,12,0.0785,0.4775,0.0538224202948234,psd95pdz3_77,77,2024-11-07,False,77,0,2024-11-07_Neo2
C11,Neo,pPDZ-P1-B10,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,11,1.92725,0.52325,1.2831225033288949,psd95pdz3_77,77,2024-08-13,False,77,0,2024-08-13_Neo
D11,Neo,pPDZ-P1-B10,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,11,0.468,0.439,0.3115845539280958,psd95pdz3_77,77,2024-08-13,False,77,0,2024-08-13_Neo
E7,Neo,pPDZ-P3-F2,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,7,1.9865,0.5245,1.374502681197025,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
E8,Neo,pPDZ-P3-F2,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,8,0.091,0.5279999999999999,0.0629648849679986,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
E9,Neo,pPDZ-P3-F2,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,9,0.082,0.468,0.0567375886524822,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
F7,Neo,pPDZ-P3-F2,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,7,0.0857499999999999,0.51175,0.059332295450614,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
F8,Neo,pPDZ-P3-F2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,8,0.348,0.45,0.2407887908666321,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
F9,Neo,pPDZ-P3-F2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,9,0.3052499999999999,0.43825,0.2112091333679294,psd95pdz3_77_15,7715,2024-11-07,False,77,15,2024-11-07_Neo
C4,Neo,pPDZ-P3-F2,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,C,4,0.328,0.5249999999999999,0.2199865861837693,psd95pdz3_77_15,7715,2024-11-15,False,77,15,2024-11-15_Neo
D4,Neo,pPDZ-P3-F2,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,D,4,1.92925,0.56525,1.2939302481556,psd95pdz3_77_15,7715,2024-11-15,False,77,15,2024-11-15_Neo
C11,Neo,pPDZ-P3-F2,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,C,11,1.95325,0.58325,1.3100268276324614,psd95pdz3_77_15,7715,2024-11-15,False,77,15,2024-11-15_Neo
D11,Neo,pPDZ-P3-F2,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,D,11,0.338,0.5259999999999999,0.2266934942991281,psd95pdz3_77_15,7715,2024-11-15,False,77,15,2024-11-15_Neo
E1,Neo2,pPDZ-P3-C4,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,1,1.8615,0.4995,1.2763112787110045,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
E2,Neo2,pPDZ-P3-C4,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,E,2,0.089,0.497,0.0610215975317106,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
E3,Neo2,pPDZ-P3-C4,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,E,3,0.0829999999999999,0.471,0.0569077819677751,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
F1,Neo2,pPDZ-P3-C4,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,F,1,0.088,0.484,0.060335961604388,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
F2,Neo2,pPDZ-P3-C4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,2,0.1215,0.4425,0.0833047651696949,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
F3,Neo2,pPDZ-P3-C4,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,3,0.12,0.447,0.082276311278711,psd95pdz3_77_18,7718,2024-11-07,False,77,18,2024-11-07_Neo2
E8,Neo,pPDZ-P3-C4,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,8,0.138,0.487,0.0925553319919517,psd95pdz3_77_18,7718,2024-11-15,False,77,18,2024-11-15_Neo
F8,Neo,pPDZ-P3-C4,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,8,1.959,0.5509999999999999,1.3138832997987928,psd95pdz3_77_18,7718,2024-11-15,False,77,18,2024-11-15_Neo
E12,Neo,pPDZ-P3-C4,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,12,0.1267499999999999,0.48375,0.085010060362173,psd95pdz3_77_18,7718,2024-11-15,False,77,18,2024-11-15_Neo
F12,Neo,pPDZ-P3-C4,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,12,1.92675,0.54375,1.2922535211267605,psd95pdz3_77_18,7718,2024-11-15,False,77,18,2024-11-15_Neo
A10,Neo2,pPDZ-P1-C10,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,A,10,0.0975,0.5385,0.066213921901528,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
A11,Neo2,pPDZ-P1-C10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,11,0.408,0.494,0.2770797962648557,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
A12,Neo2,pPDZ-P1-C10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,A,12,0.419,0.494,0.2845500848896435,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
B10,Neo2,pPDZ-P1-C10,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,B,10,1.845,0.5509999999999999,1.2529711375212225,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
B11,Neo2,pPDZ-P1-C10,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,B,11,0.0979999999999999,0.5539999999999999,0.066553480475382,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
B12,Neo2,pPDZ-P1-C10,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,B,12,0.0925,0.5055,0.0628183361629881,psd95pdz3_78,78,2024-07-16,False,78,0,2024-07-16_Neo2
G10,Neo2,pPDZ-P1-C10,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,G,10,0.0735,0.4685,0.0503942406582104,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
G11,Neo2,pPDZ-P1-C10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,11,0.327,0.451,0.2242029482344875,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
G12,Neo2,pPDZ-P1-C10,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,G,12,0.333,0.454,0.228316763798423,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
H10,Neo2,pPDZ-P1-C10,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,H,10,1.9075,0.5225,1.3078505313678437,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
H11,Neo2,pPDZ-P1-C10,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,H,11,0.0845,0.4995,0.057936235858759,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
H12,Neo2,pPDZ-P1-C10,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,H,12,0.081,0.453,0.0555365101131299,psd95pdz3_78,78,2024-11-07,False,78,0,2024-11-07_Neo2
E11,Neo,pPDZ-P1-C10,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,11,1.90225,0.53725,1.2664780292942743,psd95pdz3_78,78,2024-08-13,False,78,0,2024-08-13_Neo
F11,Neo,pPDZ-P1-C10,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,11,0.3615,0.4635,0.2406790945406125,psd95pdz3_78,78,2024-08-13,False,78,0,2024-08-13_Neo
G7,Neo,pPDZ-P3-G2,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,7,1.9475,0.5255,1.347517730496454,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
G8,Neo,pPDZ-P3-G2,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,8,0.08825,0.49625,0.0610620999827019,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
G9,Neo,pPDZ-P3-G2,A,0.0,50.0,12.5,0.0 Sal; 50.0 Van; 12.5 TMP,G,9,0.07825,0.46325,0.0541428818543504,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
H7,Neo,pPDZ-P3-G2,A,25.0,0.0,12.5,25.0 Sal; 0.0 Van; 12.5 TMP,H,7,0.0895,0.4905,0.0619270022487458,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
H8,Neo,pPDZ-P3-G2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,8,0.293,0.45,0.2027330911606988,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
H9,Neo,pPDZ-P3-G2,A,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,H,9,0.28875,0.45175,0.1997924234561494,psd95pdz3_78_15,7815,2024-11-07,False,78,15,2024-11-07_Neo
E4,Neo,pPDZ-P3-G2,B,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,E,4,0.26075,0.5147499999999999,0.1748826291079812,psd95pdz3_78_15,7815,2024-11-15,False,78,15,2024-11-15_Neo
F4,Neo,pPDZ-P3-G2,B,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,F,4,1.93175,0.58075,1.29560697518444,psd95pdz3_78_15,7815,2024-11-15,False,78,15,2024-11-15_Neo
E11,Neo,pPDZ-P3-G2,C,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,E,11,1.92325,0.56825,1.289906103286385,psd95pdz3_78_15,7815,2024-11-15,False,78,15,2024-11-15_Neo
F11,Neo,pPDZ-P3-G2,C,25.0,50.0,12.5,25.0 Sal; 50.0 Van; 12.5 TMP,F,11,0.2805,0.5015000000000001,0.1881287726358149,psd95pdz3_78_15,7815,2024-11-15,False,78,15,2024-11-15_Neo
G1,Neo2,pPDZ-P3-D4,A,0.0,0.0,0.0,0.0 Sal; 0.0 Van; 0.0 TMP,G,1,1.8815,0.5095000000000001,1.2900239972574563,psd95pdz3_78_18,7818,2024-11-07,False,78,18,2024-11-07_Neo2
G2,Neo2,pPDZ-P3-D4,A,0.0,0.0,12.5,0.0 Sal; 0.0 Van; 12.5 TMP,G,2,0.0944999999999999,0.4985,0.0647925951319849,psd95pdz3_78_18,7818,2024-11-07,False,78,18,2024-11-07_Neo2
